Year,Player,Pos,School,Height,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Round,Pick,RAS,arm_length_inches,true_pass_set_pass_rush_win_rate,pass_rush_win_rate,snap_counts_pass_rush,stop_percent,missed_tackle_rate,avg_depth_of_tackle,snap_counts_run,forced_fumbles,yards_per_coverage_snap,forced_incompletion_rate,snap_counts_coverage,coverage_percent,interceptions,pass_break_ups,coverage_snaps_per_target,INT_rate,PBU_rate
2021,Justin Hilliard,LB,Ohio St.,6-0,229.0,4.81,34.5,27.0,114.0,7.2,4.34,False,,,4.29,31.38,0.0,20.0,10.0,10.9,9.1,2.9,101.0,0.0,1.1,0.0,120.0,92.3,1.0,0.0,6.8,0.008333333333333333,0.0
2021,Justin Hughes,LB,Kansas St.,6-0,227.0,5.02,28.5,24.0,104.0,7.37,4.84,False,,,0.54,32.12,0.0,11.8,18.0,12.7,25.0,3.1,146.0,0.0,0.7,7.4,216.0,92.3,0.0,1.0,7.5,0.0,0.004629629629629629
2021,Ernest Jones,LB,South Carolina,6-1,230.0,4.65,38.5,,,,,True,3.0,103.0,6.4,33.38,0.0,3.3,34.0,7.4,5.8,4.1,274.0,0.0,1.4,4.3,254.0,88.2,0.0,0.0,10.2,0.0,0.0
2021,Joshua McMillon,LB,Alabama,,,,,,,,,False,,,2.39,33.12,0.0,0.0,4.0,14.8,11.1,1.0,27.0,0.0,0.2,33.3,26.0,86.7,0.0,1.0,8.7,0.0,0.038461538461538464
2021,Andre Mintze,LB,Vanderbilt,6-2,253.0,4.59,,18.0,119.0,,,False,,,,,27.1,17.3,236.0,4.9,11.1,2.5,166.0,0.0,0.0,,6.0,2.5,0.0,0.0,,0.0,0.0
2021,Nick Niemann,LB,Iowa,6-3,234.0,4.45,33.5,,121.0,6.67,4.14,False,,,9.51,32.62,5.3,3.0,34.0,7.4,3.6,4.7,250.0,0.0,0.7,0.0,256.0,88.3,0.0,0.0,7.1,0.0,0.0
2021,Amen Ogbongbemiga,LB,Oklahoma St.,6-0,231.0,4.66,32.0,24.0,112.0,7.32,4.28,False,,,5.12,32.75,4.8,7.1,62.0,10.8,5.8,4.7,309.0,3.0,0.7,0.0,318.0,83.7,0.0,0.0,14.1,0.0,0.0
2021,Azeez Ojulari,OLB,Georgia,6-2,249.0,4.63,30.0,26.0,127.0,7.27,4.34,True,2.0,50.0,,34.5,21.7,19.0,193.0,10.3,10.0,-0.1,136.0,0.0,0.7,14.3,46.0,19.2,0.0,1.0,6.4,0.0,0.021739130434782608
2021,Joseph Ossai,LB,Texas,6-3,256.0,4.63,41.5,19.0,131.0,,,True,3.0,69.0,,33.88,27.2,15.9,312.0,11.5,12.8,1.4,247.0,1.0,1.1,0.0,29.0,8.5,0.0,0.0,3.4,0.0,0.0
2021,Jeremiah Owusu-Koramoah,LB,Notre Dame,6-1,221.0,,36.5,,124.0,6.8,4.15,True,2.0,52.0,8.71,33.0,8.0,14.9,79.0,7.8,13.2,3.0,246.0,0.0,0.7,11.8,322.0,80.3,1.0,3.0,9.2,0.003105590062111801,0.009316770186335404
2021,Micah Parsons,LB,Penn St.,6-3,246.0,4.39,34.0,19.0,126.0,6.89,4.4,True,1.0,12.0,9.59,31.5,31.0,20.7,94.0,12.3,7.2,2.1,313.0,1.0,1.1,9.3,324.0,77.5,0.0,4.0,7.2,0.0,0.012345679012345678
2021,Hamilcar Rashed,OLB,Oregon St.,6-2,251.0,4.58,35.5,25.0,128.0,7.51,4.44,False,,,,33.75,10.6,8.1,146.0,3.9,19.2,5.0,182.0,0.0,1.0,0.0,44.0,23.2,0.0,0.0,4.7,0.0,0.0
2021,Jon Rhattigan,LB,Army,6-0,236.0,4.77,32.0,22.0,111.0,7.41,4.3,False,,,2.92,,22.7,14.3,45.0,13.5,7.4,1.8,270.0,0.0,0.5,0.0,235.0,83.9,2.0,0.0,13.4,0.00851063829787234,0.0
2021,Monty Rice,LB,Georgia,6-0,233.0,4.58,32.0,,121.0,7.34,4.33,True,3.0,92.0,7.2,30.75,7.1,6.7,30.0,11.0,3.7,3.4,119.0,1.0,1.3,4.3,153.0,83.6,0.0,1.0,6.4,0.0,0.006535947712418301
2021,Curtis Robinson,LB,Stanford,6-3,236.0,4.6,37.5,22.0,117.0,7.0,4.26,False,,,9.23,31.62,25.0,11.1,11.0,3.0,6.7,5.4,206.0,0.0,0.4,5.6,196.0,94.7,0.0,1.0,10.3,0.0,0.00510204081632653
2021,Antjuan Simmons,LB,Michigan St.,5-11,218.0,4.8,,,,,,False,,,1.71,30.75,15.4,6.1,35.0,16.0,8.5,2.0,222.0,0.0,0.4,10.5,234.0,87.0,0.0,2.0,11.5,0.0,0.008547008547008548
2021,Trystan Slinker,LB,Baylor,5-10,234.0,4.84,30.5,20.0,119.0,7.59,4.63,False,,,2.06,,,0.0,2.0,0.0,,,7.0,0.0,0.0,0.0,8.0,80.0,0.0,0.0,8.0,0.0,0.0
2021,Shaq Smith,LB,Maryland,6-2,237.0,4.79,30.0,22.0,110.0,7.34,4.3,False,,,4.21,33.12,8.5,3.9,237.0,4.2,5.0,4.3,271.0,0.0,0.8,33.3,28.0,10.6,0.0,1.0,9.0,0.0,0.03571428571428571
2021,DAnte Smith,LB,Arizona,6-5,305.0,5.29,29.0,24.0,113.0,7.96,4.81,False,,,,35.25,,0.0,1.0,5.9,0.0,5.0,17.0,0.0,3.1,0.0,9.0,90.0,0.0,0.0,4.0,0.0,0.0
2021,Jordan Smith,OLB,Ala-Birmingham,6-5,264.0,4.8,33.0,16.0,117.0,,,True,4.0,121.0,,33.62,,,,,,,,,,,,,,,,,
2021,Elijah Sullivan,LB,Kansas St.,6-0,214.0,4.69,,13.0,115.0,7.12,4.31,False,,,4.87,32.0,0.0,0.0,16.0,8.7,8.0,7.1,130.0,1.0,0.8,4.8,212.0,93.0,1.0,1.0,9.4,0.0047169811320754715,0.0047169811320754715
2021,Chazz Surratt,LB,North Carolina,6-2,229.0,4.58,31.0,25.0,,7.02,4.16,True,3.0,78.0,8.47,30.25,22.5,16.3,99.0,7.9,9.4,5.2,307.0,0.0,0.9,9.4,326.0,76.7,1.0,3.0,9.5,0.003067484662576687,0.009202453987730062
2021,Tyree Thompson,LB,Buffalo,6-1,229.0,5.0,31.0,18.0,109.0,7.87,4.96,False,,,1.17,31.0,20.0,20.0,12.0,8.0,16.0,4.5,126.0,0.0,0.3,0.0,108.0,90.0,0.0,0.0,12.6,0.0,0.0
2021,Joe Tryon,OLB,Washington,6-5,259.0,4.69,35.0,22.0,116.0,7.18,4.36,True,1.0,32.0,,34.0,19.0,11.2,297.0,5.1,19.4,2.1,265.0,0.0,0.0,50.0,51.0,14.7,0.0,1.0,21.5,0.0,0.0196078431372549
2021,Ethan Tucky,LB,Cincinnati,6-1,231.0,4.62,31.5,21.0,115.0,7.08,4.3,False,,,6.83,31.88,19.6,9.8,147.0,6.3,0.0,1.2,83.0,0.0,0.0,,2.0,1.3,0.0,0.0,,0.0,0.0
2021,Garret Wallow,LB,TCU,,,4.65,32.5,22.0,122.0,6.87,4.12,True,5.0,170.0,8.12,30.88,12.0,9.3,47.0,14.3,8.5,2.8,290.0,1.0,0.6,4.8,333.0,87.6,0.0,1.0,14.8,0.0,0.003003003003003003
2021,Jamar Watson,OLB,Kentucky,6-1,241.0,4.78,30.0,19.0,,7.31,4.58,False,,,4.12,32.38,13.8,12.3,171.0,8.1,20.6,2.7,224.0,1.0,0.9,0.0,95.0,35.7,1.0,0.0,6.9,0.010526315789473684,0.0
2021,Pete Werner,LB,Ohio St.,6-2,238.0,4.58,39.5,20.0,122.0,6.95,4.38,True,2.0,60.0,9.52,33.25,26.3,15.6,33.0,10.5,18.2,2.9,175.0,1.0,0.4,0.0,286.0,89.7,0.0,0.0,11.3,0.0,0.0
2021,Jarell White,LB,Cincinnati,5-8,202.0,4.58,35.0,22.0,125.0,7.21,4.35,False,,,,29.75,16.0,8.2,64.0,11.1,8.0,3.7,234.0,0.0,0.4,4.2,297.0,82.3,2.0,0.0,11.3,0.006734006734006734,0.0
2022,Troy Andersen,LB,Montana St.,6-4,243.0,4.42,36.0,,128.0,,,True,2.0,58.0,10.0,32.12,,,,,,,,,,,,,,,,,
2022,Brian Asamoah,LB,Oklahoma,6-0,226.0,4.56,36.5,,124.0,,,True,3.0,66.0,8.89,32.62,0.0,6.7,51.0,8.6,8.2,4.3,236.0,0.0,0.9,2.9,302.0,85.6,0.0,1.0,8.6,0.0,0.0033112582781456954
2022,Darrian Beavers,LB,Cincinnati,6-4,237.0,,36.5,,125.0,6.91,,True,6.0,182.0,9.61,32.38,23.2,17.5,123.0,8.1,14.9,2.1,455.0,1.0,0.6,5.9,325.0,72.5,1.0,2.0,9.1,0.003076923076923077,0.006153846153846154
2022,Terrel Bernard,LB,Baylor,6-1,224.0,,35.5,22.0,123.0,7.03,4.25,True,3.0,89.0,8.89,30.25,21.9,16.8,126.0,11.6,14.3,2.5,301.0,0.0,0.7,2.9,336.0,72.7,0.0,1.0,9.2,0.0,0.002976190476190476
2022,Darien Butler,LB,Arizona St.,5-10,221.0,,,,,7.47,,False,,,,30.12,33.3,20.5,39.0,8.0,26.4,1.0,258.0,0.0,0.4,12.9,295.0,88.3,3.0,2.0,8.8,0.010169491525423728,0.006779661016949152
2022,Chance Campbell,LB,Mississippi,6-2,232.0,4.57,39.5,,127.0,,,True,6.0,219.0,9.71,31.25,14.6,11.5,122.0,8.6,14.0,3.1,404.0,2.0,0.5,0.0,375.0,75.5,0.0,0.0,12.6,0.0,0.0
2022,Leo Chenal,LB,Wisconsin,6-3,250.0,4.53,40.5,,128.0,,,True,3.0,103.0,9.99,31.0,12.1,20.0,102.0,16.0,7.4,1.4,279.0,1.0,1.0,0.0,226.0,68.9,0.0,0.0,10.4,0.0,0.0
2022,Damone Clark,LB,LSU,6-3,239.0,4.57,36.5,,127.0,7.12,,True,5.0,176.0,9.87,33.0,0.0,4.1,76.0,8.8,5.8,5.9,341.0,3.0,0.6,4.2,345.0,81.9,1.0,2.0,7.0,0.002898550724637681,0.005797101449275362
2022,Nakobe Dean,LB,Georgia,5-11,229.0,,,,,,,True,3.0,83.0,,31.88,19.6,18.1,121.0,9.7,11.8,3.1,218.0,1.0,0.4,5.4,324.0,72.8,2.0,2.0,8.4,0.006172839506172839,0.006172839506172839
2022,JoJo Domann,LB,Nebraska,6-1,228.0,4.62,34.5,,119.0,,,False,,,7.61,30.38,0.0,8.0,25.0,4.3,10.3,4.0,261.0,1.0,0.5,7.7,340.0,93.2,2.0,2.0,8.4,0.0058823529411764705,0.0058823529411764705
2022,Jeremiah Gemmel,LB,North Carolina,6-1,226.0,,,,,,,False,,,,31.25,14.3,11.6,74.0,6.9,9.4,3.1,357.0,0.0,0.8,6.1,337.0,82.0,1.0,2.0,9.5,0.002967359050445104,0.005934718100890208
2022,Isaiah Graham-Mobley,LB,Boston Col.,6-1,230.0,4.63,34.5,,124.0,,,False,,,6.21,32.0,9.5,5.8,56.0,8.7,14.6,4.0,209.0,0.0,0.6,6.7,173.0,75.5,0.0,1.0,10.9,0.0,0.005780346820809248
2022,Jake Hansen,LB,Illinois,6-1,238.0,,,21.0,,,,False,,,,32.38,23.1,24.0,28.0,9.1,21.2,3.5,154.0,1.0,0.8,0.0,158.0,84.9,0.0,0.0,15.2,0.0,0.0
2022,Aaron Hansford,LB,Texas A&M,6-2,239.0,,,24.0,,,,False,,,7.68,32.38,12.5,9.9,75.0,11.6,11.9,4.1,300.0,0.0,0.6,8.6,334.0,81.7,0.0,3.0,9.2,0.0,0.008982035928143712
2022,Christian Harris,LB,Alabama,6-1,226.0,4.44,34.5,,132.0,,,True,3.0,75.0,9.06,32.12,20.3,10.6,151.0,9.6,10.3,1.5,361.0,0.0,1.1,8.3,402.0,72.7,0.0,4.0,7.8,0.0,0.009950248756218905
2022,D'Marco Jackson,LB,Appalachian St.,6-1,233.0,4.55,33.0,,125.0,,,True,5.0,161.0,8.29,32.5,9.1,7.5,98.0,10.9,14.0,3.3,330.0,0.0,0.6,16.0,395.0,80.1,1.0,2.0,15.2,0.002531645569620253,0.005063291139240506
2022,Nate Landman,LB,Colorado,6-3,238.0,4.86,36.5,,119.0,,,False,,,6.4,30.5,0.0,6.1,37.0,19.6,12.3,2.7,184.0,1.0,0.7,26.7,199.0,84.3,0.0,4.0,12.5,0.0,0.020100502512562814
2022,Devin Lloyd,LB,Utah,6-3,237.0,4.66,35.0,25.0,126.0,,,True,1.0,27.0,9.58,33.0,21.3,15.5,165.0,11.1,8.6,3.4,344.0,0.0,0.7,9.1,340.0,67.3,4.0,3.0,7.5,0.011764705882352941,0.008823529411764706
2022,Jesse Luketa,LB,Penn St.,6-3,253.0,4.89,37.5,,114.0,,,True,7.0,256.0,,32.62,14.0,10.2,232.0,11.6,8.9,2.5,281.0,0.0,0.5,20.0,79.0,25.4,1.0,0.0,15.0,0.012658227848101266,0.0
2022,Zakoby McClain,LB,Auburn,5-11,228.0,4.69,33.0,,117.0,,,False,,,4.34,31.75,9.1,9.7,65.0,12.9,10.6,3.4,321.0,0.0,0.8,4.9,393.0,85.8,0.0,2.0,9.2,0.0,0.005089058524173028
2022,Micah McFadden,LB,Indiana,6-1,240.0,,,21.0,,,,True,5.0,146.0,9.46,31.25,20.6,20.8,124.0,8.3,16.9,3.2,342.0,0.0,0.6,18.2,272.0,68.7,0.0,4.0,11.7,0.0,0.014705882352941176
2022,Jeremiah Moon,LB,Florida,6-5,249.0,4.76,40.5,,133.0,7.09,4.55,False,,,9.21,35.0,16.7,11.2,92.0,7.3,9.4,4.3,194.0,1.0,0.4,0.0,130.0,58.6,0.0,0.0,15.4,0.0,0.0
2022,Chad Muma,LB,Wyoming,6-3,239.0,4.63,40.0,27.0,129.0,7.06,4.28,True,3.0,70.0,9.77,31.62,9.7,11.2,95.0,11.2,6.1,3.5,456.0,0.0,0.9,3.3,348.0,78.6,3.0,1.0,10.9,0.008620689655172414,0.0028735632183908046
2022,Malcolm Rodriguez,LB,Oklahoma St.,5-11,232.0,4.52,39.5,,120.0,,,True,6.0,188.0,9.48,30.12,9.5,10.6,98.0,13.9,14.0,2.3,328.0,2.0,0.4,9.1,458.0,82.4,1.0,2.0,9.8,0.002183406113537118,0.004366812227074236
2022,Mike Rose,LB,Iowa St.,6-4,245.0,,34.0,,121.0,,,False,,,9.07,33.25,16.0,12.5,51.0,9.2,19.3,2.1,253.0,0.0,1.2,3.7,235.0,82.2,0.0,1.0,8.4,0.0,0.00425531914893617
2022,Josh Ross,LB,Michigan,6-0,227.0,4.79,31.0,,109.0,,,False,,,1.7,30.5,41.7,16.9,67.0,8.3,13.5,3.1,344.0,0.0,0.9,4.8,368.0,84.6,0.0,0.0,8.3,0.0,0.0
2022,Jack Sanborn,LB,Wisconsin,6-2,234.0,4.73,34.5,20.0,114.0,,,False,,,7.35,30.5,14.8,13.6,170.0,11.3,9.5,2.9,304.0,0.0,0.6,4.8,218.0,56.2,0.0,1.0,10.0,0.0,0.0045871559633027525
2022,Nephi Sewell,LB,Utah,6-0,226.0,4.67,32.0,,120.0,7.01,4.33,False,,,7.04,29.38,14.8,8.5,61.0,9.6,11.4,3.2,309.0,1.0,0.5,2.9,359.0,85.5,1.0,1.0,10.1,0.002785515320334262,0.002785515320334262
2022,Brandon Smith,LB,Penn St.,6-4,250.0,4.52,37.5,,128.0,,,True,4.0,120.0,9.97,34.25,6.1,6.4,84.0,6.1,14.5,3.4,366.0,0.0,0.7,7.0,339.0,80.1,0.0,2.0,7.4,0.0,0.0058997050147492625
2022,Baylon Spector,LB,Clemson,6-0,233.0,4.6,36.0,,122.0,,,True,7.0,231.0,9.14,31.5,8.3,8.2,88.0,8.2,17.3,3.7,238.0,0.0,0.7,5.9,284.0,76.3,1.0,1.0,7.9,0.0035211267605633804,0.0035211267605633804
2022,Channing Tindall,LB,Georgia,6-2,230.0,4.47,42.0,,129.0,,,True,3.0,102.0,9.68,32.88,22.4,17.7,102.0,10.3,7.0,4.1,167.0,0.0,0.4,0.0,205.0,66.8,0.0,0.0,11.6,0.0,0.0
2022,Quay Walker,LB,Georgia,6-4,241.0,4.52,32.0,,122.0,,,True,1.0,22.0,9.63,32.62,15.7,9.1,114.0,8.2,5.4,4.4,198.0,0.0,0.9,5.7,299.0,72.4,0.0,2.0,8.2,0.0,0.006688963210702341
2023,Yasir Abdullah,LB,Louisville,6-1,237.0,4.47,36.5,,129.0,,,True,5.0,136.0,9.63,32.38,29.2,17.4,306.0,5.2,12.2,3.4,353.0,0.0,1.0,7.7,83.0,21.3,2.0,1.0,6.2,0.024096385542168676,0.012048192771084338
2023,Jeremy Banks,LB,Tennessee,6-1,232.0,4.53,37.5,25.0,127.0,7.27,4.38,False,,,8.96,32.0,12.9,11.3,63.0,10.2,14.6,3.1,191.0,1.0,1.1,11.1,244.0,79.5,0.0,4.0,6.4,0.0,0.01639344262295082
2023,Micah Baskerville,LB,LSU,6-1,221.0,,31.0,,115.0,,,False,,,1.56,31.25,20.8,16.3,53.0,10.6,7.5,4.4,307.0,0.0,0.6,25.6,349.0,86.8,1.0,7.0,8.5,0.0028653295128939827,0.02005730659025788
2023,Jack Campbell,LB,Iowa,6-5,249.0,4.65,37.5,,128.0,6.74,4.24,True,1.0,18.0,9.98,31.88,10.7,11.7,62.0,8.2,9.5,3.3,393.0,1.0,0.6,2.4,418.0,87.1,2.0,1.0,9.9,0.004784688995215311,0.0023923444976076554
2023,SirVocea Dennis,LB,Pittsburgh,6-1,226.0,,,19.0,,,,True,5.0,153.0,7.28,32.88,12.7,10.4,119.0,13.2,5.7,2.4,223.0,1.0,0.6,9.5,293.0,71.1,1.0,1.0,13.0,0.0034129692832764505,0.0034129692832764505
2023,Jalen Graham,LB,Purdue,6-2,220.0,4.64,30.5,,112.0,,,True,7.0,255.0,4.32,33.0,0.0,2.9,36.0,4.6,12.2,5.5,263.0,0.0,1.0,12.8,268.0,88.2,1.0,5.0,6.4,0.0037313432835820895,0.018656716417910446
2023,Daiyan Henley,LB,Washington St.,6-1,225.0,4.54,35.0,,125.0,,,True,3.0,85.0,8.06,33.0,12.5,18.0,67.0,7.8,5.3,3.5,262.0,0.0,1.1,2.2,338.0,83.5,1.0,1.0,6.9,0.0029585798816568047,0.0029585798816568047
2023,Shaka Heyward,LB,Duke,6-3,235.0,4.53,31.0,22.0,116.0,7.32,4.4,False,,,7.94,34.0,5.7,6.9,64.0,7.5,9.8,4.8,283.0,0.0,0.8,10.2,402.0,86.3,2.0,5.0,7.9,0.004975124378109453,0.012437810945273632
2023,Cam Jones,LB,Indiana,6-1,226.0,4.69,33.0,17.0,,,,False,,,5.6,31.25,0.0,8.3,29.0,14.8,2.3,3.2,146.0,0.0,0.3,0.0,137.0,82.5,0.0,0.0,14.4,0.0,0.0
2023,Ivan Pace Jr.,LB,Cincinnati,5-11,231.0,,,,,,,False,,,5.7,30.25,35.1,26.7,180.0,11.3,10.3,3.3,450.0,1.0,0.4,21.4,267.0,59.7,0.0,3.0,18.4,0.0,0.011235955056179775
2023,Ventrell Miller,LB,Florida,6-0,232.0,,,,,,,True,4.0,121.0,,32.5,16.7,13.3,46.0,12.3,14.1,2.4,276.0,0.0,1.0,7.4,264.0,85.2,0.0,2.0,9.3,0.0,0.007575757575757576
2023,Isaiah Moore,LB,North Carolina St.,6-2,233.0,,,26.0,,,,False,,,6.02,31.75,10.5,7.2,118.0,13.5,6.7,1.2,262.0,0.0,0.7,10.5,279.0,70.3,0.0,2.0,13.9,0.0,0.007168458781362007
2023,Anfernee Orji,LB,Vanderbilt,6-1,230.0,4.53,38.5,,122.0,7.0,4.43,False,,,9.24,32.0,9.8,6.3,102.0,11.1,15.9,2.8,324.0,1.0,0.8,0.0,314.0,75.5,1.0,0.0,9.7,0.0031847133757961785,0.0
2023,DeMarvion Overshown,LB,Texas,6-3,229.0,4.56,,15.0,124.0,,,True,3.0,90.0,8.18,32.25,16.7,9.4,90.0,10.5,11.3,2.8,290.0,1.0,0.7,6.1,329.0,78.5,0.0,2.0,9.5,0.0,0.0060790273556231
2023,Owen Pappoe,LB,Auburn,6-0,225.0,4.39,35.5,29.0,126.0,,,True,5.0,168.0,9.34,31.75,11.8,5.3,39.0,5.3,5.7,5.4,345.0,1.0,0.5,8.8,422.0,91.5,1.0,3.0,11.6,0.002369668246445498,0.0071090047393364926
2023,Drew Sanders,LB,Arkansas,6-4,235.0,,,,,,,True,3.0,67.0,8.97,32.12,22.7,18.0,148.0,7.7,14.3,3.7,342.0,0.0,0.7,7.7,356.0,70.6,1.0,2.0,12.2,0.0028089887640449437,0.0056179775280898875
2023,Noah Sewell,LB,Oregon,6-2,246.0,4.64,33.0,27.0,115.0,,,True,5.0,148.0,8.38,31.62,17.1,16.3,95.0,5.3,5.9,4.0,231.0,0.0,0.9,6.5,275.0,74.3,1.0,2.0,8.5,0.0036363636363636364,0.007272727272727273
2023,Trenton Simpson,LB,Clemson,6-2,235.0,4.43,,25.0,,,,True,3.0,86.0,9.84,32.38,7.7,4.8,109.0,6.6,11.4,4.4,229.0,1.0,0.7,11.1,284.0,72.3,0.0,1.0,7.4,0.0,0.0035211267605633804
2023,Charlie Thomas,LB,Georgia Tech,6-3,216.0,4.52,32.5,18.0,124.0,7.09,4.34,False,,,8.22,31.5,19.1,19.5,89.0,9.3,10.7,4.2,379.0,0.0,1.2,2.3,298.0,77.0,2.0,1.0,6.4,0.006711409395973154,0.003355704697986577
2023,Henry To'oTo'o,LB,Alabama,6-1,227.0,4.62,32.0,,116.0,,4.4,True,5.0,167.0,6.82,,6.1,9.2,94.0,10.5,11.4,2.5,348.0,1.0,0.6,0.0,408.0,81.3,0.0,0.0,9.8,0.0,0.0
2023,Dorian Williams,LB,Tulane,6-1,228.0,4.49,33.5,,120.0,,,True,3.0,91.0,8.81,33.75,10.5,10.5,95.0,9.5,8.2,3.7,387.0,2.0,0.5,14.8,367.0,79.4,2.0,3.0,13.1,0.005449591280653951,0.008174386920980926
2023,Dee Winters,LB,TCU,5-11,227.0,4.49,30.5,,117.0,,,True,6.0,216.0,5.71,31.62,6.0,3.9,108.0,5.0,9.4,3.8,451.0,0.0,0.8,2.3,425.0,79.7,1.0,1.0,9.2,0.002352941176470588,0.002352941176470588
