Year,Player,Pos,School,Height,Weight,40yd,Vertical,Bench,Broad Jump,3Cone,Shuttle,Drafted,Round,Pick,Sacks_cumulative,Sacks_final_season,TFL_cumulative,TFL_final_season,QB_Hurry_cumulative,QB_Hurry_final_season,PD_cumulative,PD_final_season,SOLO_cumulative,SOLO_final_season,TOT_cumulative,TOT_final_season
2013,Jonathan Stewart,ILB,Texas A&M,6-4,242.0,4.68,31.0,19.0,118.0,7.44,4.53,False,,,,,,,,,,,,,,
2013,Bruce Taylor,ILB,Virginia Tech,6-1,237.0,5.01,30.5,19.0,115.0,7.21,4.39,False,,,,,,,,,,,,,,
2013,Mike Taylor,OLB,Wisconsin,6-1,234.0,4.75,,,,,,False,,,,,,,,,,,,,,
2013,Manti Te'o,ILB,Notre Dame,6-1,241.0,4.82,33.0,,113.0,7.13,4.27,True,2.0,38.0,,,,,,,,,,,,
2013,Chase Thomas,OLB,Stanford,6-3,244.0,4.91,32.0,18.0,113.0,7.17,4.31,False,,,,,,,,,,,,,,
2013,Nathan Williams,OLB,Ohio State,6-3,241.0,4.88,35.0,24.0,113.0,6.99,4.44,False,,,,,,,,,,,,,,
2013,Trevardo Williams,OLB,Connecticut,6-1,241.0,4.57,38.0,30.0,124.0,,,True,4.0,124.0,,,,,,,,,,,,
2013,Tom Wort,ILB,Oklahoma,6-0,235.0,4.78,31.5,21.0,111.0,7.41,4.51,False,,,,,,,,,,,,,,
2014,Jeremiah Attaochu,OLB,Georgia Tech,6-3,252.0,,,,,,,True,2.0,50.0,,,,,,,,,,,,
2014,Anthony Barr,OLB,UCLA,6-5,255.0,4.66,34.5,15.0,119.0,6.82,4.19,True,1.0,9.0,,,,,,,,,,,,
2014,Lamin Barrow,ILB,LSU,6-1,237.0,4.64,35.0,22.0,123.0,7.24,4.35,True,5.0,156.0,,,,,,,,,,,,
2014,Chris Borland,ILB,Wisconsin,5-11,248.0,4.83,31.0,27.0,114.0,7.18,4.27,True,3.0,77.0,,,,,,,,,,,,
2014,Carl Bradford,OLB,Arizona State,6-1,250.0,4.76,37.5,23.0,122.0,7.25,4.3,True,4.0,121.0,,,,,,,,,,,,
2014,Jonathan Brown,OLB,Illinois,6-0,238.0,5.03,31.0,16.0,108.0,7.77,4.56,False,,,,,,,,,,,,,,
2014,Preston Brown,ILB,Louisville,6-1,251.0,4.86,33.0,23.0,116.0,6.98,4.26,True,3.0,73.0,,,,,,,,,,,,
2014,Max Bullough,ILB,Michigan State,6-3,249.0,4.78,31.0,30.0,112.0,7.22,4.3,False,,,,,,,,,,,,,,
2014,Kasim Edebali,OLB,Boston Col.,6-2,253.0,4.79,34.5,19.0,115.0,7.2,4.35,False,,,,,,,,,,,,,,
2014,Khairi Fortt,OLB,California,6-2,248.0,4.7,36.0,30.0,120.0,,,True,4.0,126.0,,,,,,,,,,,,
2014,Jeremiah George,ILB,Iowa State,5-11,234.0,4.91,33.0,28.0,116.0,,,True,5.0,154.0,,,,,,,,,,,,
2014,Anthony Hitchens,OLB,Iowa,6-0,240.0,4.74,31.5,23.0,116.0,7.15,4.45,True,4.0,119.0,,,,,,,,,,,,
2014,Adrian Hubbard,OLB,Alabama,6-6,257.0,4.69,38.5,,117.0,,,False,,,,,,,,,,,,,,
2014,Andrew Jackson,ILB,Western Kentucky,6-1,254.0,4.9,,,,,,True,6.0,203.0,,,,,,,,,,,,
2014,Christian Jones,OLB,Florida State,6-3,240.0,4.68,33.5,,115.0,,,False,,,,,,,,,,,,,,
2014,Howard Jones,OLB,Shepherd,6-2,235.0,4.6,40.5,21.0,124.0,7.16,4.41,False,,,,,,,,,,,,,,
2014,Devon Kennard,OLB,USC,6-3,249.0,4.7,30.0,23.0,113.0,7.25,4.32,True,5.0,174.0,,,,,,,,,,,,
2014,Christian Kirksey,OLB,Iowa,6-2,233.0,4.72,32.0,16.0,122.0,,,True,3.0,71.0,,,,,,,,,,,,
2014,Boseko Lokombo,OLB,Oregon,6-2,225.0,4.66,,,122.0,7.15,4.3,False,,,,,,,,,,,,,,
2014,Khalil Mack,OLB,Buffalo,6-3,251.0,4.65,40.0,23.0,128.0,7.08,4.18,True,1.0,5.0,,,,,,,,,,,,
2014,James Morris,ILB,Iowa,6-1,241.0,4.8,34.5,18.0,117.0,6.94,4.36,False,,,,,,,,,,,,,,
2014,C.J. Mosley,ILB,Alabama,6-2,234.0,4.65,35.0,,118.0,7.3,4.4,True,1.0,17.0,,,,,,,,,,,,
2014,Jonathan Newsome,OLB,Ball State,6-3,247.0,4.73,34.0,21.0,117.0,7.31,4.63,True,5.0,166.0,,,,,,,,,,,,
2014,Kyle Van Noy,OLB,BYU,6-3,243.0,4.71,32.5,21.0,112.0,7.22,4.2,True,2.0,40.0,,,,,,,,,,,,
2014,Kevin Pierre-Louis,OLB,Boston Col.,6-0,232.0,4.51,39.0,28.0,128.0,6.92,4.02,True,4.0,132.0,,,,,,,,,,,,
2014,Ronald Powell,OLB,Florida,6-3,237.0,4.65,35.5,21.0,114.0,,,True,5.0,169.0,,,,,,,,,,,,
2014,Trevor Reilly,OLB,Utah,6-5,245.0,4.67,,26.0,,,,True,7.0,233.0,,,,,,,,,,,,
2014,Ryan Shazier,OLB,Ohio State,6-1,237.0,4.58,42.0,25.0,130.0,6.91,4.21,True,1.0,15.0,,,,,,,,,,,,
2014,Prince Shembo,OLB,Notre Dame,6-1,253.0,4.71,38.5,26.0,122.0,7.29,4.31,True,4.0,139.0,,,,,,,,,,,,
2014,Shayne Skov,ILB,Stanford,6-2,245.0,5.09,,,,,,False,,,,,,,,,,,,,,
2014,Yawin Smallwood,ILB,Connecticut,6-2,246.0,,36.5,18.0,108.0,,,True,7.0,253.0,,,,,,,,,,,,
2014,Chris Smith,OLB,Arkansas,6-1,266.0,4.66,37.0,28.0,121.0,7.55,4.46,True,5.0,159.0,,,,,,,,,,,,
2014,Telvin Smith,OLB,Florida State,6-3,218.0,4.52,31.5,,119.0,,,True,5.0,144.0,,,,,,,,,,,,
2014,Tyler Starr,OLB,South Dakota,6-4,250.0,4.95,32.0,24.0,116.0,6.64,4.15,True,7.0,255.0,,,,,,,,,,,,
2014,Jordan Tripp,OLB,Montana,6-3,234.0,4.67,37.5,22.0,120.0,6.89,3.96,True,5.0,171.0,,,,,,,,,,,,
2014,Uani' Unga,ILB,BYU,6-1,231.0,4.82,,,,,,False,,,,,,,,,,,,,,
2014,Avery Williamson,ILB,Kentucky,6-1,246.0,4.66,30.5,25.0,120.0,7.11,4.07,True,5.0,151.0,,,,,,,,,,,,
2014,Jordan Zumwalt,OLB,UCLA,6-4,235.0,4.76,33.0,,116.0,6.99,4.25,True,6.0,192.0,,,,,,,,,,,,
2015,Kwon Alexander,OLB,LSU,6-1,227.0,4.55,36.0,24.0,121.0,7.14,4.2,True,4.0,124.0,,,,,,,,,,,,
2015,Stephone Anthony,ILB,Clemson,6-3,243.0,4.56,37.0,23.0,122.0,7.07,4.03,True,1.0,31.0,,,,,,,,,,,,
2015,Neiron Ball,OLB,Florida,6-2,236.0,4.65,,22.0,,,,True,5.0,161.0,,,,,,,,,,,,
2015,Vic Beasley,OLB,Clemson,6-3,246.0,4.53,41.0,35.0,130.0,6.91,4.15,True,1.0,8.0,,,,,,,,,,,,
2015,Yannick Cudjoe-Virgil,OLB,Maryland,6-2,248.0,4.8,,25.0,,,,False,,,,,,,,,,,,,,
2015,Aaron Davis,OLB,Colorado State,6-0,225.0,4.95,29.0,16.0,107.0,7.38,4.37,False,,,,,,,,,,,,,,
2015,Paul Dawson,ILB,TCU,6-0,235.0,4.93,28.0,21.0,109.0,,4.49,True,3.0,99.0,,,,,,,,,,,,
2015,Trey DePriest,ILB,Alabama,6-0,254.0,4.93,,,,,,False,,,,,,,,,,,,,,
2015,Xzavier Dickson,OLB,Alabama,6-3,260.0,4.74,29.5,19.0,100.0,7.56,4.53,True,7.0,253.0,,,,,,,,,,,,
2015,Kyle Emanuel,OLB,North Dakota State,6-3,255.0,4.77,34.0,27.0,120.0,7.1,4.25,True,5.0,153.0,,,,,,,,,,,,
2015,Dante Fowler,OLB,Florida,6-3,261.0,4.6,32.5,19.0,112.0,7.4,4.32,True,1.0,3.0,,,,,,,,,,,,
2015,Alani Fua,OLB,BYU,6-5,238.0,4.73,34.5,18.0,118.0,6.83,4.15,False,,,,,,,,,,,,,,
2015,Markus Golden,OLB,Missouri,6-2,260.0,4.9,,,,,,True,2.0,58.0,,,,,,,,,,,,
2015,Geneo Grissom,OLB,Oklahoma,6-3,262.0,4.81,37.0,20.0,117.0,7.24,4.38,True,3.0,97.0,,,,,,,,,,,,
2015,Bryce Hager,ILB,Baylor,6-1,234.0,4.6,35.0,26.0,117.0,7.15,4.36,True,7.0,224.0,,,,,,,,,,,,
2015,Eli Harold,OLB,Virginia,6-3,247.0,4.6,35.0,,123.0,7.07,4.16,True,3.0,79.0,,,,,,,,,,,,
2015,Ben Heeney,ILB,Kansas,6-0,231.0,4.59,33.5,19.0,120.0,6.68,4.0,True,5.0,140.0,,,,,,,,,,,,
2015,Amarlo Herrera,ILB,Georgia,6-1,244.0,4.83,32.0,23.0,111.0,7.35,4.27,True,6.0,207.0,,,,,,,,,,,,
2015,Jordan Hicks,OLB,Texas,6-1,236.0,4.68,38.0,20.0,124.0,6.78,4.15,True,3.0,84.0,,,,,,,,,,,,
2015,Zack Hodges,OLB,Harvard,6-2,250.0,4.68,33.5,,125.0,,4.65,False,,,,,,,,,,,,,,
2015,Mike Hull,OLB,Penn State,6-0,237.0,4.68,,31.0,,6.99,4.15,False,,,,,,,,,,,,,,
2015,Taiwan Jones,ILB,Michigan State,6-3,245.0,4.95,32.0,19.0,115.0,7.25,4.33,False,,,,,,,,,,,,,,
2015,Eric Kendricks,ILB,UCLA,6-0,232.0,4.61,38.0,19.0,124.0,,,True,2.0,45.0,,,,,,,,,,,,
2015,Hau'oli Kikaha,OLB,Washington,6-2,253.0,4.93,,,,,,True,2.0,44.0,,,,,,,,,,,,
2015,Lorenzo Mauldin,OLB,Louisville,6-4,259.0,4.85,32.0,23.0,112.0,7.47,4.58,True,3.0,82.0,,,,,,,,,,,,
2015,Benardrick McKinney,ILB,Mississippi State,6-4,246.0,4.66,40.5,16.0,121.0,7.21,4.27,True,2.0,43.0,,,,,,,,,,,,
2015,Mark Nzeocha,OLB,Wyoming,6-2,232.0,4.56,,24.0,,,,True,7.0,236.0,,,,,,,,,,,,
2015,Denzel Perryman,ILB,Miami (FL),5-11,236.0,4.78,32.0,27.0,113.0,,,True,2.0,48.0,,,,,,,,,,,,
2015,Hayes Pullard,ILB,USC,6-0,240.0,4.78,31.0,19.0,110.0,7.07,4.39,True,7.0,219.0,,,,,,,,,,,,
2015,Edmond Robinson,OLB,Newberry,6-3,245.0,4.61,37.0,20.0,121.0,7.49,4.38,True,7.0,232.0,,,,,,,,,,,,
2015,Jake Ryan,OLB,Michigan,6-2,240.0,4.65,34.5,20.0,120.0,7.11,4.2,True,4.0,129.0,,,,,,,,,,,,
2015,Martrell Spaight,ILB,Arkansas,6-0,236.0,4.81,35.0,25.0,120.0,7.66,,True,5.0,141.0,,,,,,,,,,,,
2015,J.R. Tavai,OLB,USC,6-2,249.0,4.91,30.5,20.0,112.0,,,False,,,,,,,,,,,,,,
2015,Shaq Thompson,OLB,Washington,6-0,228.0,4.64,33.5,,117.0,6.99,4.08,True,1.0,25.0,,,,,,,,,,,,
2015,Davis Tull,OLB,Tenn-Chattanooga,6-2,246.0,4.57,42.5,26.0,132.0,,,True,5.0,148.0,,,,,,,,,,,,
2015,Max Valles,OLB,Virginia,6-5,251.0,4.83,36.5,,121.0,7.59,4.37,True,6.0,179.0,,,,,,,,,,,,
2015,Tony Washington,OLB,Oregon,6-4,247.0,4.99,32.5,17.0,110.0,7.2,4.31,False,,,,,,,,,,,,,,
2015,Damien Wilson,ILB,Minnesota,6-0,245.0,4.77,37.0,22.0,119.0,7.21,4.2,True,4.0,127.0,,,,,,,,,,,,
2015,Ramik Wilson,ILB,Georgia,6-2,237.0,4.77,35.0,23.0,111.0,,4.51,True,4.0,118.0,,,,,,,,,,,,
2016,Dominique Alexander,ILB,Oklahoma,6-0,232.0,4.64,28.5,17.0,104.0,,,False,,,,,,,,,,,,,,
2016,Devante Bond,OLB,Oklahoma,6-1,235.0,4.7,37.5,21.0,121.0,7.07,4.36,True,6.0,183.0,,,,,,,,,,,,
2016,Kentrell Brothers,OLB,Missouri,6-0,245.0,4.89,28.5,19.0,110.0,6.99,4.11,True,5.0,160.0,,,,,,,,,,,,
2016,Beniquez Brown,OLB,Mississippi State,6-1,229.0,4.77,31.0,18.0,110.0,7.07,4.28,False,,,,,,,,,,,,,,
2016,De'Vondre Campbell,OLB,Minnesota,6-4,232.0,4.58,34.0,16.0,116.0,,,True,4.0,115.0,,,,,,,,,,,,
2016,Su'A Cravens,OLB,USC,6-1,226.0,4.58,27.0,16.0,114.0,,,True,2.0,53.0,,,,,,,,,,,,
2016,Steven Daniels,ILB,Boston Col.,5-11,243.0,4.86,32.0,16.0,112.0,7.33,4.54,True,7.0,232.0,,,,,,,,,,,,
2016,Kyler Fackrell,OLB,Utah State,6-5,245.0,4.72,34.5,15.0,121.0,,,True,3.0,88.0,,,,,,,,,,,,
2016,Travis Feeney,OLB,Washington,6-4,230.0,4.5,40.0,,130.0,7.2,4.42,True,6.0,220.0,,,,,,,,,,,,
2016,Leonard Floyd,OLB,Georgia,6-6,244.0,4.6,39.5,,127.0,,,True,1.0,9.0,,,,,,,,,,,,
2016,Josh Forrest,ILB,Kentucky,6-3,249.0,4.91,30.5,11.0,118.0,,,True,6.0,190.0,,,,,,,,,,,,
2016,Kris Frost,OLB,Auburn,6-2,240.0,4.97,29.0,,113.0,,,False,,,,,,,,,,,,,,
2016,B.J. Goodson,OLB,Clemson,6-1,242.0,4.69,34.5,30.0,118.0,7.05,4.51,True,4.0,109.0,,,,,,,,,,,,
2016,Scooby Wright III,ILB,Arizona,6-0,239.0,4.9,31.0,22.0,113.0,,4.47,True,7.0,250.0,,,,,,,,,,,,
2016,Myles Jack,OLB,UCLA,6-1,245.0,4.56,,19.0,,,,True,2.0,36.0,,,,,,,,,,,,
2016,Jordan Jenkins,OLB,Georgia,6-3,259.0,4.8,36.5,16.0,121.0,,,True,3.0,83.0,,,,,,,,,,,,
2016,C.J. Johnson,ILB,Mississippi,6-1,234.0,4.81,,,,,4.52,False,,,,,,,,,,,,,,
2016,Deion Jones,OLB,LSU,6-1,222.0,4.59,33.0,,120.0,,,True,2.0,52.0,,,,,,,,,,,,
2016,Raphael Kirby,ILB,Miami (FL),6-0,236.0,4.72,,27.0,,,,False,,,,,,,,,,,,,,
2016,Nick Kwiatkoski,ILB,West Virginia,6-2,243.0,4.73,32.0,19.0,120.0,7.16,4.22,True,4.0,113.0,,,,,,,,,,,,
2016,Darron Lee,OLB,Ohio State,6-1,232.0,4.47,35.5,17.0,133.0,7.12,4.2,True,1.0,20.0,,,,,,,,,,,,
2016,Cory Littleton,OLB,Washington,6-3,238.0,4.73,29.5,,114.0,7.11,4.32,False,,,,,,,,,,,,,,
2016,Steve Longa,ILB,Rutgers,6-1,241.0,4.78,32.0,19.0,116.0,7.5,4.56,False,,,,,,,,,,,,,,
2016,Curt Maggitt,OLB,Tennessee,6-3,247.0,4.73,,,,,,False,,,,,,,,,,,,,,
2016,Blake Martinez,ILB,Stanford,6-2,237.0,4.71,28.5,22.0,113.0,6.98,4.2,True,4.0,131.0,,,,,,,,,,,,
2016,Tyler Matakevich,OLB,Temple,6-0,238.0,4.81,31.0,22.0,112.0,7.19,4.5,True,7.0,246.0,,,,,,,,,,,,
2016,Cassanova McKinzy,ILB,Auburn,6-1,248.0,4.83,,21.0,,,,False,,,,,,,,,,,,,,
2016,Antonio Morrison,ILB,Florida,6-1,232.0,4.76,,,,,,True,4.0,125.0,,,,,,,,,,,,
2016,Jared Norris,ILB,Utah,6-1,241.0,4.8,29.5,19.0,114.0,,4.52,False,,,,,,,,,,,,,,
2016,Montese Overton,OLB,East Carolina,6-2,223.0,4.61,34.0,18.0,123.0,7.15,4.47,False,,,,,,,,,,,,,,
2016,Gionni Paul,ILB,Utah,5-10,231.0,5.05,31.0,22.0,113.0,,,False,,,,,,,,,,,,,,
2016,Joshua Perry,ILB,Ohio State,6-4,254.0,4.68,33.5,20.0,124.0,,,True,4.0,102.0,,,,,,,,,,,,
2016,Reggie Ragland,ILB,Alabama,6-1,247.0,4.72,31.5,,116.0,,4.28,True,2.0,41.0,,,,,,,,,,,,
2016,Joe Schobert,OLB,Wisconsin,6-1,244.0,4.76,33.5,22.0,111.0,7.11,4.3,True,4.0,99.0,,,,,,,,,,,,
2016,Jaylon Smith,OLB,Notre Dame,6-2,223.0,4.67,,,,,,True,2.0,34.0,,,,,,,,,,,,
2016,Terrance Smith,ILB,Florida State,6-3,235.0,4.77,34.5,19.0,120.0,,,False,,,,,,,,,,,,,,
2016,Eric Striker,OLB,Oklahoma,5-11,227.0,4.8,30.0,23.0,116.0,7.3,4.46,False,,,,,,,,,,,,,,
2016,Nick Vigil,ILB,Utah State,6-2,239.0,4.72,31.5,,115.0,6.73,4.0,True,3.0,87.0,,,,,,,,,,,,
2016,Stephen Weatherly,OLB,Vanderbilt,6-4,267.0,4.61,31.0,23.0,117.0,,,True,7.0,227.0,,,,,,,,,,,,
2017,Ryan Anderson,OLB,Alabama,6-2,253.0,4.78,,,,,,True,2.0,49.0,8.5,8.5,18.5,18.5,8.0,8.0,3.0,3.0,31.0,31.0,61.0,61.0
2017,Alex Anzalone,OLB,Florida,6-3,241.0,4.63,30.5,16.0,116.0,6.88,4.25,True,3.0,76.0,3.0,3.0,4.0,4.0,6.0,6.0,2.0,2.0,22.0,22.0,53.0,53.0
2017,Kendell Beckwith,ILB,LSU,6-2,243.0,,,20.0,,,,True,3.0,107.0,1.0,1.0,6.0,6.0,1.0,1.0,4.0,4.0,33.0,33.0,91.0,91.0
2017,Vince Biegel,OLB,Wisconsin,6-3,246.0,4.67,33.5,21.0,118.0,6.92,4.3,True,4.0,108.0,4.0,4.0,6.0,6.0,7.0,7.0,1.0,1.0,29.0,29.0,44.0,44.0
2017,Ben Boulware,ILB,Clemson,6-0,238.0,,29.5,20.0,111.0,7.02,4.43,False,,,4.0,4.0,11.5,11.5,0.0,0.0,2.0,2.0,58.0,58.0,116.0,116.0
2017,Tashawn Bower,OLB,LSU,6-5,250.0,4.82,31.5,20.0,121.0,7.2,4.37,False,,,4.0,4.0,5.5,5.5,5.0,5.0,1.0,1.0,12.0,12.0,23.0,23.0
2017,Tyus Bowser,OLB,Houston,6-3,247.0,4.65,37.5,21.0,127.0,6.75,,True,2.0,47.0,8.5,8.5,12.0,12.0,9.0,9.0,4.0,4.0,27.0,27.0,47.0,47.0
2017,Blair Brown,ILB,Ohio,5-11,238.0,4.65,37.0,,124.0,6.92,4.18,True,5.0,148.0,4.5,4.5,14.5,14.5,0.0,0.0,0.0,0.0,71.0,71.0,128.0,128.0
2017,Jayon Brown,ILB,UCLA,6-0,231.0,4.7,31.5,17.0,120.0,,,True,5.0,155.0,2.5,2.5,7.0,7.0,1.0,1.0,6.0,6.0,69.0,69.0,119.0,119.0
2017,Riley Bullough,ILB,Michigan State,6-2,226.0,,31.5,20.0,116.0,,,False,,,0.0,0.0,6.5,6.5,7.0,7.0,0.0,0.0,20.0,20.0,76.0,76.0
2017,Zach Cunningham,OLB,Vanderbilt,6-3,234.0,4.67,35.0,15.0,125.0,7.03,4.29,True,2.0,57.0,0.0,0.0,16.5,16.5,1.0,1.0,3.0,3.0,71.0,71.0,125.0,125.0
2017,Jarrad Davis,ILB,Florida,6-1,238.0,,,,,,,True,1.0,21.0,2.0,2.0,6.0,6.0,5.0,5.0,4.0,4.0,29.0,29.0,60.0,60.0
2017,Kevin Davis,ILB,Colorado State,6-2,235.0,4.91,30.5,11.0,110.0,7.18,4.38,False,,,3.0,3.0,10.5,10.5,4.0,4.0,2.0,2.0,66.0,66.0,110.0,110.0
2017,Dylan Donahue,OLB,West Georgia,6-3,248.0,4.75,29.5,26.0,116.0,7.02,4.46,True,5.0,181.0,,,,,,,,,,,,
2017,Brooks Ellis,ILB,Arkansas,6-2,240.0,4.79,29.5,18.0,115.0,6.8,4.25,False,,,1.0,1.0,7.0,7.0,3.0,3.0,5.0,5.0,38.0,38.0,83.0,83.0
2017,Devonte Fields,OLB,Louisville,6-2,236.0,4.72,34.0,,124.0,7.4,4.5,False,,,6.0,6.0,9.0,9.0,10.0,10.0,3.0,3.0,24.0,24.0,45.0,45.0
2017,Reuben Foster,ILB,Alabama,6-0,229.0,,,,,,,True,1.0,31.0,5.0,5.0,13.0,13.0,7.0,7.0,2.0,2.0,60.0,60.0,115.0,115.0
2017,Ben Gedeon,ILB,Michigan,6-2,244.0,4.75,34.5,27.0,119.0,6.98,4.13,True,4.0,120.0,4.5,4.5,15.0,15.0,2.0,2.0,2.0,2.0,39.0,39.0,94.0,94.0
2017,Connor Harris,ILB,Lindenwood,5-11,242.0,4.73,33.0,18.0,114.0,7.13,4.31,False,,,,,,,,,,,,,,
2017,Anthony Walker Jr.,ILB,Northwestern,6-1,238.0,4.65,30.5,23.0,116.0,7.23,4.34,True,5.0,161.0,,,,,,,,,,,,
2017,Keith Kelsey,ILB,Louisville,6-0,233.0,4.92,29.5,23.0,112.0,7.28,4.56,False,,,1.0,1.0,4.0,4.0,4.0,4.0,2.0,2.0,47.0,47.0,91.0,91.0
2017,Harvey Langi,ILB,BYU,6-2,251.0,,33.0,23.0,118.0,7.0,4.32,False,,,2.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,31.0,31.0,56.0,56.0
2017,Marquel Lee,ILB,Wake Forest,6-3,240.0,,31.0,25.0,118.0,,,True,5.0,168.0,7.5,7.5,20.0,20.0,4.0,4.0,0.0,0.0,63.0,63.0,105.0,105.0
2017,Takkarist McKinley,OLB,UCLA,6-2,250.0,4.59,33.0,24.0,122.0,7.48,4.62,True,1.0,26.0,10.0,10.0,18.0,18.0,3.0,3.0,6.0,6.0,50.0,50.0,61.0,61.0
2017,Raekwon McMillan,ILB,Ohio State,6-2,240.0,4.61,33.0,23.0,121.0,7.15,4.39,True,2.0,54.0,2.0,2.0,7.0,7.0,2.0,2.0,4.0,4.0,49.0,49.0,102.0,102.0
2017,Matt Milano,OLB,Boston Col.,6-0,223.0,4.67,35.0,24.0,126.0,,,True,5.0,163.0,6.5,6.5,12.0,12.0,1.0,1.0,2.0,2.0,42.0,42.0,59.0,59.0
2017,Hardy Nickerson,ILB,Illinois,6-0,232.0,4.78,33.0,18.0,116.0,,4.38,False,,,2.0,2.0,5.5,5.5,1.0,1.0,0.0,0.0,38.0,38.0,107.0,107.0
2017,Carroll Phillips,OLB,Illinois,6-3,242.0,4.64,30.0,23.0,123.0,7.06,4.37,False,,,9.0,9.0,20.0,20.0,3.0,3.0,0.0,0.0,30.0,30.0,56.0,56.0
